skeleton_path	marker_name	marker_index
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	RTH1	1
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	RTH2	1
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	RTH3	1
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	RTH4	1
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	LTH1	6
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	LTH2	6
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	LTH3	6
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	LTH4	6
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	RSK1	2
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	RSK2	2
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	RSK3	2
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	RSK4	2
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	LSK1	7
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	LSK2	7
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	LSK3	7
../data/train/Carter2023_Formatted_No_Arm_P016_split2.b3d	LSK4	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject16.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject16.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject16.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject16.b3d	LxShank	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject17.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject17.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject17.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject17.b3d	LxShank	7
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	RTH1	1
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	RTH2	1
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	RTH3	1
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	RTH4	1
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	LTH1	6
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	LTH2	6
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	LTH3	6
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	LTH4	6
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	RSK1	2
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	RSK2	2
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	RSK3	2
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	RSK4	2
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	LSK1	7
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	LSK2	7
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	LSK3	7
../data/train/Carter2023_Formatted_No_Arm_P016_split3.b3d	LSK4	7
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	RTC1	1
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	RTC2	1
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	RTC3	1
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	RTC4	1
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	RSC1	2
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	RSC2	2
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	RSC3	2
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	RSC4	2
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	LFT	6
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	LTC1	6
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	LTC2	6
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	LTC3	6
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	LTC4	6
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	LSC1	7
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	LSC2	7
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	LSC3	7
../data/train/Tan2021_Formatted_No_Arm_s3.b3d	LSC4	7
../data/train/Santos2017_Formatted_No_Arm_subject2.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject2.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject2.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject2.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject2.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject2.b3d	R.Iliac.Crestv	0
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	LS1	7
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	LS2	7
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	LS3	7
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	LT1	6
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	LT2	6
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	LT3	6
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	RS1	2
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	RS2	2
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	RS3	2
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	RT1	1
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	RT2	1
../data/train/Wang2023_Formatted_No_Arm_Subj10.b3d	RT3	1
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	R_Thigh_Upper	1
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	R_Thigh_Front	1
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	R_Thigh_Rear	1
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	R_Shank_Upper	2
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	R_Shank_Front	2
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	R_Shank_Rear	2
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	L_Thigh_Upper	6
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	L_Thigh_Front	6
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	L_Thigh_Rear	6
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	L_Shank_Upper	7
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	L_Shank_Front	7
../data/train/Camargo2021_Formatted_No_Arm_AB18_split1.b3d	L_Shank_Rear	7
../data/train/Santos2017_Formatted_No_Arm_subject40.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject40.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject40.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject40.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject40.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject40.b3d	R.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject42.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject42.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject42.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject42.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject42.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject42.b3d	R.Iliac.Crestv	0
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	R_Thigh_Upper	1
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	R_Thigh_Front	1
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	R_Thigh_Rear	1
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	R_Shank_Upper	2
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	R_Shank_Front	2
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	R_Shank_Rear	2
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	L_Thigh_Upper	6
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	L_Thigh_Front	6
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	L_Thigh_Rear	6
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	L_Shank_Upper	7
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	L_Shank_Front	7
../data/train/Camargo2021_Formatted_No_Arm_AB18_split3.b3d	L_Shank_Rear	7
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	LS1	7
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	LS2	7
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	LS3	7
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	LT1	6
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	LT2	6
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	LT3	6
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	RS1	2
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	RS2	2
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	RS3	2
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	RT1	1
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	RT2	1
../data/train/Wang2023_Formatted_No_Arm_Subj06.b3d	RT3	1
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	LS1	7
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	LS2	7
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	LS3	7
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	LT1	6
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	LT2	6
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	LT3	6
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	RS1	2
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	RS2	2
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	RS3	2
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	RT1	1
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	RT2	1
../data/train/Wang2023_Formatted_No_Arm_Subj12.b3d	RT3	1
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	RTH1	1
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	RTH2	1
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	RTH3	1
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	RTH4	1
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	LTH1	6
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	LTH2	6
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	LTH3	6
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	LTH4	6
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	RSK1	2
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	RSK2	2
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	RSK3	2
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	RSK4	2
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	LSK1	7
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	LSK2	7
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	LSK3	7
../data/train/Carter2023_Formatted_No_Arm_P024_split4.b3d	LSK4	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject15.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject15.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject15.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject15.b3d	LxShank	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject29.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject29.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject29.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject29.b3d	LxShank	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject28.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject28.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject28.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject28.b3d	LxShank	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject14.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject14.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject14.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject14.b3d	LxShank	7
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	RTH1	1
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	RTH2	1
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	RTH3	1
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	RTH4	1
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	LTH1	6
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	LTH2	6
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	LTH3	6
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	LTH4	6
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	RSK1	2
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	RSK2	2
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	RSK3	2
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	RSK4	2
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	LSK1	7
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	LSK2	7
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	LSK3	7
../data/train/Carter2023_Formatted_No_Arm_P021_split0.b3d	LSK4	7
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	RTH1	1
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	RTH2	1
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	RTH3	1
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	RTH4	1
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	LTH1	6
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	LTH2	6
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	LTH3	6
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	LTH4	6
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	RSK1	2
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	RSK2	2
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	RSK3	2
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	RSK4	2
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	LSK1	7
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	LSK2	7
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	LSK3	7
../data/train/Carter2023_Formatted_No_Arm_P016_split0.b3d	LSK4	7
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	LS1	7
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	LS2	7
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	LS3	7
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	LT1	6
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	LT2	6
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	LT3	6
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	RS1	2
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	RS2	2
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	RS3	2
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	RT1	1
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	RT2	1
../data/train/Wang2023_Formatted_No_Arm_Subj07.b3d	RT3	1
../data/train/Santos2017_Formatted_No_Arm_subject43.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject43.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject43.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject43.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject43.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject43.b3d	R.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject47.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject47.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject47.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject47.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject47.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject47.b3d	R.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject5.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject5.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject5.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject5.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject5.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject5.b3d	R.Iliac.Crestv	0
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	R_Thigh_Upper	1
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	R_Thigh_Front	1
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	R_Thigh_Rear	1
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	R_Shank_Upper	2
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	R_Shank_Front	2
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	R_Shank_Rear	2
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	L_Thigh_Upper	6
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	L_Thigh_Front	6
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	L_Thigh_Rear	6
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	L_Shank_Upper	7
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	L_Shank_Front	7
../data/train/Camargo2021_Formatted_No_Arm_AB27_split0.b3d	L_Shank_Rear	7
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	RTC1	1
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	RTC2	1
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	RTC3	1
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	RTC4	1
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	RSC1	2
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	RSC2	2
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	RSC3	2
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	RSC4	2
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	LFT	6
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	LTC1	6
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	LTC2	6
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	LTC3	6
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	LTC4	6
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	LSC1	7
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	LSC2	7
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	LSC3	7
../data/train/Tan2021_Formatted_No_Arm_s4.b3d	LSC4	7
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	RTH1	1
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	RTH2	1
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	RTH3	1
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	RTH4	1
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	LTH1	6
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	LTH2	6
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	LTH3	6
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	LTH4	6
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	RSK1	2
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	RSK2	2
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	RSK3	2
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	RSK4	2
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	LSK1	7
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	LSK2	7
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	LSK3	7
../data/train/Carter2023_Formatted_No_Arm_P016_split4.b3d	LSK4	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject38.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject38.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject38.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject38.b3d	LxShank	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject11.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject11.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject11.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject11.b3d	LxShank	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject39.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject39.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject39.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject39.b3d	LxShank	7
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	RTC1	1
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	RTC2	1
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	RTC3	1
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	RTC4	1
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	RSC1	2
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	RSC2	2
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	RSC3	2
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	RSC4	2
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	LFT	6
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	LTC1	6
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	LTC2	6
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	LTC3	6
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	LTC4	6
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	LSC1	7
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	LSC2	7
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	LSC3	7
../data/train/Tan2021_Formatted_No_Arm_s5.b3d	LSC4	7
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	R_Thigh_Upper	1
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	R_Thigh_Front	1
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	R_Thigh_Rear	1
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	R_Shank_Upper	2
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	R_Shank_Front	2
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	R_Shank_Rear	2
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	L_Thigh_Upper	6
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	L_Thigh_Front	6
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	L_Thigh_Rear	6
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	L_Shank_Upper	7
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	L_Shank_Front	7
../data/train/Camargo2021_Formatted_No_Arm_AB27_split1.b3d	L_Shank_Rear	7
../data/train/Santos2017_Formatted_No_Arm_subject4.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject4.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject4.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject4.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject4.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject4.b3d	R.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject46.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject46.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject46.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject46.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject46.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject46.b3d	R.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject44.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject44.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject44.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject44.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject44.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject44.b3d	R.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject6.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject6.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject6.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject6.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject6.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject6.b3d	R.Iliac.Crestv	0
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	RKNEmed	1
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	RTHI	1
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	RTHI2	1
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	RTHI3	1
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	RANKmed	2
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	RTIB	2
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	RTIB2	2
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	RTIB3	2
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	LKNEmed	6
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	LTHI	6
../data/train/Falisse2017_Formatted_No_Arm_subject_10.b3d	LTHI2	6
